"date","air_temp","rain","air_pressure","shortwave","windspeed","lake"
1999-02-12,17.3304,0,98675.8,317.308,1.54292476161348,"Rotoehu"
1999-02-13,17.4313,0.0096,98606.5,288.6,1.60852725808424,"Rotoehu"
1999-02-14,16.9859,0.0145,98533.5,239.859,2.0271518986006,"Rotoehu"
1999-02-15,17.0661,0,98315.7,243.211,1.97029669085648,"Rotoehu"
1999-02-16,18.7433,0.0217,98209.9,295.517,1.68247176796522,"Rotoehu"
1999-02-17,18.6088,0.2991,98086.1,267.416,1.52374803691424,"Rotoehu"
1999-02-18,18.0016,0.6899,97789.1,205.89,2.36528752163453,"Rotoehu"
1999-02-19,19.1473,0.644,97325.8,217.417,1.78586788425124,"Rotoehu"
1999-02-20,18.2022,0.3184,97550.2,279.47,3.76191188227476,"Rotoehu"
1999-02-21,16.4928,0,98009.9,322.288,0.388944996111275,"Rotoehu"
1999-02-22,18.5285,0.6537,98105.6,271.088,1.06548109790836,"Rotoehu"
1999-02-23,16.2922,0.6947,98355,303.535,1.51166359022105,"Rotoehu"
1999-02-24,15.5083,1.3532,98129.3,150.069,2.17898036934709,"Rotoehu"
1999-02-25,16.5194,11.132,97684,50.4807,3.53399722693723,"Rotoehu"
1999-02-26,19.496,11.0934,97238,199.573,4.30971231058408,"Rotoehu"
1999-02-27,17.4687,0.9045,97950.4,307.875,2.66972929339287,"Rotoehu"
1999-02-28,16.5966,0.0043,97768.3,293.53,4.63811188523951,"Rotoehu"
1999-03-01,16.1275,0.0018,97811.6,306.563,3.17551769952554,"Rotoehu"
1999-03-02,16.5519,0.048,97893.2,272.21,0.850135471557328,"Rotoehu"
1999-03-03,17.2538,0.4599,98536.3,242.148,2.95162288410969,"Rotoehu"
1999-03-04,15.8668,7.511,98655.2,125.054,4.55951623420731,"Rotoehu"
1999-03-05,16.6275,23.3531,98289,63.4309,3.35744636293717,"Rotoehu"
1999-03-06,18.257,24.223,98343.5,114.712,2.67820319244078,"Rotoehu"
1999-03-07,17.9235,11.4836,98578.7,181.112,2.38936857977165,"Rotoehu"
1999-03-08,16.7812,7.9063,98569.9,128.504,2.73636264409526,"Rotoehu"
1999-03-09,16.0004,6.233,98389.2,148.038,3.37324636070359,"Rotoehu"
1999-03-10,15.74,7.6976,97925,104.88,2.07944578433774,"Rotoehu"
1999-03-11,17.3107,11.9693,97602.5,220.571,0.902392420180932,"Rotoehu"
1999-03-12,17.7773,9.7402,97360.3,226.561,1.81165617046944,"Rotoehu"
1999-03-13,16.1645,0.2512,97386.7,238.115,2.99406456176215,"Rotoehu"
1999-03-14,16.9817,0.3066,97548.9,208.401,1.46786841712737,"Rotoehu"
1999-03-15,16.8384,0.1385,97745.2,222.38,0.17226676986581,"Rotoehu"
1999-03-16,18.3778,0.3897,97692.5,217.44,1.42933761232258,"Rotoehu"
1999-03-17,16.9497,0.29,98005.8,188.61,0.330944058716877,"Rotoehu"
1999-03-18,17.5598,0.181,98173.1,245.646,1.91071606734229,"Rotoehu"
1999-03-19,16.7384,0.0018,98361.5,245.622,0.934665400022917,"Rotoehu"
1999-03-20,17.9532,0.0037,98461,253.301,0.613800228087283,"Rotoehu"
1999-03-21,17.3567,0.3324,98527.1,169.214,1.59352741112288,"Rotoehu"
1999-03-22,17.2345,0.4045,98236,148.329,3.58913697843925,"Rotoehu"
1999-03-23,18.1677,1.8154,98220.9,178.396,2.69631430845886,"Rotoehu"
1999-03-24,16.8299,1.6437,98798.1,115.547,3.17723286052502,"Rotoehu"
1999-03-25,17.0213,1.1081,99099.4,158.648,2.48414190617203,"Rotoehu"
1999-03-26,16.8567,1.9816,99033,126.719,2.30690563742863,"Rotoehu"
1999-03-27,17.04,3.1673,98906.1,110.574,2.12573165757111,"Rotoehu"
1999-03-28,17.5652,5.2708,98788.9,118.721,3.11458875616027,"Rotoehu"
1999-03-29,17.1258,0.5799,98614.4,171.987,2.01270212649562,"Rotoehu"
1999-03-30,17.575,2.8016,98299.8,73.6298,1.29481572820228,"Rotoehu"
1999-03-31,17.0789,2.2961,98018.1,213.57,2.87865002388272,"Rotoehu"
1999-04-01,16.0719,0,98188.7,168.241,3.40502867095124,"Rotoehu"
1999-04-02,15.3126,0.0015,98528.9,137.38,2.45900227734746,"Rotoehu"
1999-04-03,15.0325,0.277,98792.5,178.909,0.584436018739434,"Rotoehu"
1999-04-04,15.6888,0.4329,98953.8,155.684,2.75145288347811,"Rotoehu"
1999-04-05,15.8533,10.4408,98599.1,54.1701,4.62084169821906,"Rotoehu"
1999-04-06,17.7225,20.1778,97746.4,79.8476,4.17609150282893,"Rotoehu"
1999-04-07,18.6082,14.028,97593.2,33.0488,2.19504275356996,"Rotoehu"
1999-04-08,15.2016,14.5139,97805.6,47.0431,2.53190657805536,"Rotoehu"
1999-04-09,13.3617,0.3269,98496,171.545,4.51792972499573,"Rotoehu"
1999-04-10,11.9353,0.2195,98620.1,183.741,3.7185902073232,"Rotoehu"
1999-04-11,11.6575,0.1877,98071.4,194.359,1.07422054532577,"Rotoehu"
1999-04-12,12.2033,0.0272,98100.5,156.489,0.757001988108354,"Rotoehu"
1999-04-13,13.8158,0.8476,98207.7,134.585,1.51158747348607,"Rotoehu"
1999-04-14,14.2901,4.0988,97734.1,127.929,3.47120512214418,"Rotoehu"
1999-04-15,13.5992,5.953,96816,118.402,4.08360619061143,"Rotoehu"
1999-04-16,9.4801,19.5193,95571.4,87.7274,5.19964856985547,"Rotoehu"
1999-04-17,9.5789,1.3592,96483.9,105.953,3.17564063615517,"Rotoehu"
1999-04-18,11.5415,0.2422,97264.8,175.786,1.32292807438651,"Rotoehu"
1999-04-19,12.8343,0.0015,98045.9,176.943,0.399033394592483,"Rotoehu"
1999-04-20,13.2167,0.0091,98343.7,155.94,0.0748281364193977,"Rotoehu"
1999-04-21,13.2669,0.0257,98030.2,161.772,0.765586161055697,"Rotoehu"
1999-04-22,13.1529,0.7644,97953.3,137.067,1.83231117717488,"Rotoehu"
1999-04-23,13.4318,0.7629,97883.3,136.939,3.4438835810753,"Rotoehu"
1999-04-24,13.4688,0.2588,97534.9,113.467,2.98184722110305,"Rotoehu"
1999-04-25,13.0493,0.1816,97298.8,92.8886,3.135752013473,"Rotoehu"
1999-04-26,13.0488,1.0535,97241.6,84.1573,2.9753689787991,"Rotoehu"
1999-04-27,12.9846,0.1847,97364,138.905,3.52327922538081,"Rotoehu"
1999-04-28,11.667,0.0106,97841.3,132.603,2.14716911537028,"Rotoehu"
1999-04-29,11.334,7.5589,97909.7,94.2725,2.5585820213548,"Rotoehu"
1999-04-30,13.8975,79.6907,96993.8,50.1824,2.76925086801467,"Rotoehu"
1999-05-01,13.4957,12.3443,96645.5,47.5799,1.70631483906107,"Rotoehu"
1999-05-02,11.692,4.1386,97162.2,134.212,4.79643064371831,"Rotoehu"
1999-05-03,9.5036,0.0013,97805.4,158.932,3.35625405623591,"Rotoehu"
1999-05-04,11.0898,0.1123,97359.5,110.687,5.14486091162822,"Rotoehu"
1999-05-05,7.8622,0.317,97502.7,151.124,6.1928721551474,"Rotoehu"
1999-05-06,10.3834,0.1744,97925.4,111.083,4.37565462645305,"Rotoehu"
1999-05-07,11.0632,0.0119,98574.8,149.609,1.81585244444586,"Rotoehu"
1999-05-08,10.4555,0.0106,98536.5,123.372,1.97237870856486,"Rotoehu"
1999-05-09,12.2275,0.0132,98413.5,123.97,2.74588569681988,"Rotoehu"
1999-05-10,10.8436,0.0026,98885.8,119.796,1.44120992572213,"Rotoehu"
1999-05-11,10.8302,0.0013,98967.9,133.305,1.00059107531499,"Rotoehu"
1999-05-12,11.5936,0.2589,98787.1,61.941,0.861236999901885,"Rotoehu"
1999-05-13,14.6435,4.128,98428.8,52.613,3.92085020626904,"Rotoehu"
1999-05-14,15.8217,17.0602,98255.4,53.3272,3.99767061299452,"Rotoehu"
1999-05-15,15.9164,11.6297,98082.9,52.2752,3.61386007061701,"Rotoehu"
1999-05-16,13.4421,5.2812,98050.7,131.997,2.66464283722979,"Rotoehu"
1999-05-17,9.9638,0,98578.1,116.304,1.52597197877287,"Rotoehu"
1999-05-18,9.3171,0.0013,98735.2,107.867,1.52358929177124,"Rotoehu"
1999-05-19,8.3871,0.0026,99002.7,123.864,1.57355847682887,"Rotoehu"
1999-05-20,8.6935,0.004,99261.8,129.582,1.26149918747497,"Rotoehu"
1999-05-21,8.5354,0.004,99514.7,125.642,1.21918921419114,"Rotoehu"
1999-05-22,8.2426,0.0013,99590.4,122.86,1.37220829322665,"Rotoehu"
1999-05-23,8.964,0,99470.8,118.857,1.18709154238416,"Rotoehu"
1999-05-24,9.6518,0.0026,99373.6,115.33,0.927852709216285,"Rotoehu"
1999-05-25,11.8567,0.926,99344.6,63.6662,1.55798433881731,"Rotoehu"
1999-05-26,14.2626,3.8281,99045.5,18.4064,2.88971442879742,"Rotoehu"
1999-05-27,14.7067,0.7437,98771.2,72.8156,3.39914314055763,"Rotoehu"
1999-05-28,14.3965,3.4675,98804.5,45.6785,1.58214230712664,"Rotoehu"
1999-05-29,14.1737,4.2006,98289.3,70.1374,2.27086606606378,"Rotoehu"
1999-05-30,13.6406,3.3909,97954.3,47.3699,1.8073359759602,"Rotoehu"
1999-05-31,12.8524,3.7528,97587,49.4996,1.82830525077187,"Rotoehu"
1999-06-01,12.7892,4.6576,97149.2,57.1966,2.09801771679841,"Rotoehu"
1999-06-02,10.4991,0.4022,97147.1,100.645,2.30189167642615,"Rotoehu"
1999-06-03,9.2398,2.4112,97604.6,77.078,0.889975308646257,"Rotoehu"
1999-06-04,9.8756,23.9967,97864.9,55.1308,2.98363115850468,"Rotoehu"
1999-06-05,10.7154,10.6902,98013.2,93.9462,3.25938560007864,"Rotoehu"
1999-06-06,9.0386,0.0035,98260.2,100.089,0.74810114957805,"Rotoehu"
1999-06-07,9.8698,0.0588,97798.2,74.6724,2.69129741203012,"Rotoehu"
1999-06-08,9.8614,2.5057,97399.4,80.49,1.67848111398371,"Rotoehu"
1999-06-09,8.2293,0.4218,98291.8,110.323,1.95509738887862,"Rotoehu"
1999-06-10,8.5245,0.0012,98849.8,106.054,0.829737078838833,"Rotoehu"
1999-06-11,11.3353,0.6662,98270.8,64.0415,2.35005256111433,"Rotoehu"
1999-06-12,12.4548,21.6857,97290.3,17.5401,3.55431076300315,"Rotoehu"
1999-06-13,11.7472,11.837,96758.5,58.2713,1.89138683774631,"Rotoehu"
1999-06-14,12.6359,12.4893,96071.6,18.4819,4.21258378907767,"Rotoehu"
1999-06-15,11.3169,10.4089,95658.4,77.3097,4.16733137871228,"Rotoehu"
1999-06-16,9.9126,2.8238,96092.5,91.7494,3.31919788201909,"Rotoehu"
1999-06-17,7.7457,0.0553,97088.3,95.374,2.74085560546337,"Rotoehu"
1999-06-18,7.3582,0.0588,97546.3,103.557,1.41499733215296,"Rotoehu"
1999-06-19,6.9552,0.0058,97749.3,97.5917,0.686137923452712,"Rotoehu"
1999-06-20,7.4806,0.0058,97816.9,77.1274,3.31914713141795,"Rotoehu"
1999-06-21,7.3254,0.0023,98000.9,111.561,3.72182459823136,"Rotoehu"
1999-06-22,5.6919,0.0023,98073.6,109.29,1.54084688726687,"Rotoehu"
1999-06-23,5.9616,0,98304.4,111.23,1.87353230022864,"Rotoehu"
1999-06-24,5.9969,0.0012,98209.6,105.578,1.14363348149659,"Rotoehu"
1999-06-25,6.8689,0.0692,97560.5,42.531,1.09905496222891,"Rotoehu"
1999-06-26,7.0109,0.0692,97921.1,105.711,3.52202386845972,"Rotoehu"
1999-06-27,5.5353,0.0012,98210.5,104.936,2.92056416810177,"Rotoehu"
1999-06-28,5.739,0,99180,112.668,2.55681129534426,"Rotoehu"
1999-06-29,4.8761,0.0035,99354.6,104.94,1.64654817724839,"Rotoehu"
1999-06-30,6.2839,0.0454,99027.2,121.079,1.88100968897026,"Rotoehu"
1999-07-01,9.1175,0.1937,98452.3,86.156,2.79075453058846,"Rotoehu"
1999-07-02,12.0668,43.9441,97324.4,11.0782,6.3590665549277,"Rotoehu"
1999-07-03,8.2162,33.2447,97134.8,86.7186,2.3607659943332,"Rotoehu"
1999-07-04,7.126,2.1748,97598.4,96.4271,3.33129625821541,"Rotoehu"
1999-07-05,7.1634,0.0035,98003.1,105.293,3.40049787531179,"Rotoehu"
1999-07-06,9.3938,0.0017,98148.9,106.385,2.69681282257408,"Rotoehu"
1999-07-07,8.7468,0.5742,97870.8,83.5676,2.25578057886843,"Rotoehu"
1999-07-08,6.5111,0.6912,98387.9,112.704,3.89938348075693,"Rotoehu"
1999-07-09,5.9044,0.0017,98891.5,116.336,1.86839821237337,"Rotoehu"
1999-07-10,4.9766,0.0017,98704.9,103.596,2.35764125557728,"Rotoehu"
1999-07-11,5.6792,0.0279,98657.9,98.6085,2.06375597394653,"Rotoehu"
1999-07-12,7.8418,0.1012,98443.7,76.5475,2.50154255010783,"Rotoehu"
1999-07-13,7.8711,0.0541,98575.3,106.234,0.414712478712662,"Rotoehu"
1999-07-14,7.3368,0.0052,98458,88.5998,1.14272376802095,"Rotoehu"
1999-07-15,10.4142,40.2944,97780.1,18.6498,4.99847191149455,"Rotoehu"
1999-07-16,12.5761,51.9101,96896.7,74.7285,1.68692182687877,"Rotoehu"
1999-07-17,12.0496,22.3255,96561.8,86.3984,2.85353183441152,"Rotoehu"
1999-07-18,11.2998,4.5363,96502.5,69.4985,4.01351577796824,"Rotoehu"
1999-07-19,10.2075,1.4016,96836.8,92.6847,3.22346987266827,"Rotoehu"
1999-07-20,9.4708,6.3184,96736.7,54.6443,1.84899532178965,"Rotoehu"
1999-07-21,9.2826,4.8557,96444.3,83.2541,1.66223069999324,"Rotoehu"
1999-07-22,7.5292,7.7583,96291.8,55.0646,1.58060116727782,"Rotoehu"
1999-07-23,7.8862,7.1195,97099.6,130.872,3.09308196625954,"Rotoehu"
1999-07-24,6.5841,0,97511.4,116.812,2.63167525352198,"Rotoehu"
1999-07-25,7.8857,0.9879,97157.6,70.1745,2.74576516475827,"Rotoehu"
1999-07-26,5.3194,0.3735,96960,124.93,3.4192673264897,"Rotoehu"
1999-07-27,5.47,0.2705,97328.6,121.632,3.80517893928788,"Rotoehu"
1999-07-28,5.2936,0.0017,97445.2,128.661,1.84508502785102,"Rotoehu"
1999-07-29,5.8812,0.3107,97433.6,118.51,3.65373724424732,"Rotoehu"
1999-07-30,6.1512,0.0035,97683.9,140.351,3.23217499680942,"Rotoehu"
1999-07-31,5.388,0.0034,97968.4,137.802,2.15045510067055,"Rotoehu"
1999-08-01,6.7555,4.0547,98060.8,105.887,1.93315969593823,"Rotoehu"
1999-08-02,9.5849,32.4703,97459.2,27.7857,2.53102902591021,"Rotoehu"
1999-08-03,7.4383,6.8441,97204.2,103.867,1.33004816830068,"Rotoehu"
1999-08-04,7.9613,3.0902,96895.8,90.1032,2.34980447910034,"Rotoehu"
1999-08-05,7.2914,0.3415,97345.7,115.583,1.75756009570086,"Rotoehu"
1999-08-06,6.502,0.1187,98073.4,131.079,2.94472476982145,"Rotoehu"
1999-08-07,6.5622,0.0068,98535.4,125.646,3.01661652352433,"Rotoehu"
1999-08-08,7.0236,0.0249,98939.5,145.8,1.31378589199306,"Rotoehu"
1999-08-09,7.331,0.4704,99302.2,110.864,0.456437870909065,"Rotoehu"
1999-08-10,8.0113,1.4541,99210.8,107.641,1.7716129656333,"Rotoehu"
1999-08-11,8.4701,13.3524,98566.6,31.157,2.08914825945886,"Rotoehu"
1999-08-12,8.4884,5.796,98227.3,121.946,2.03893051622658,"Rotoehu"
1999-08-13,7.2472,0.2838,98326.8,114.629,1.18393655235405,"Rotoehu"
1999-08-14,10.5247,9.9049,97825.7,94.2239,2.60524639909549,"Rotoehu"
1999-08-15,10.5066,29.9624,96145.5,89.3537,2.59380063420456,"Rotoehu"
1999-08-16,7.0861,7.9251,96840.8,117.055,0.987202800846918,"Rotoehu"
1999-08-17,5.5508,6.5908,98142.2,159.85,3.55089815821293,"Rotoehu"
1999-08-18,5.5969,0,98873,159.471,1.96699539399562,"Rotoehu"
1999-08-19,7.5782,0.2578,98149.7,114.309,3.64260527644707,"Rotoehu"
1999-08-20,9.0815,9.0852,96617.4,36.0568,4.18917635102654,"Rotoehu"
1999-08-21,8.2261,1.5807,96868.2,131.02,4.7549976792844,"Rotoehu"
1999-08-22,7.4337,0.2205,97543,159.104,4.61819256527919,"Rotoehu"
1999-08-23,8.3525,0.0045,98175.8,128.078,4.19082071675704,"Rotoehu"
1999-08-24,10.0693,0.0011,98156.3,146.893,5.19622568024138,"Rotoehu"
1999-08-25,8.6615,0.1176,98905.6,158.328,1.67085535579834,"Rotoehu"
1999-08-26,8.28,0.1165,99345.1,159.459,0.382885949076223,"Rotoehu"
1999-08-27,7.9054,0.0102,99286.6,171.706,1.12362140421051,"Rotoehu"
1999-08-28,7.6735,0,99212.1,158.574,0.923611612096773,"Rotoehu"
1999-08-29,8.7798,0.0057,98975.5,187.131,1.9501901958527,"Rotoehu"
1999-08-30,9.7052,3.8297,98328.8,126.728,2.84567694933912,"Rotoehu"
1999-08-31,6.204,3.8302,98859.1,205.855,0.667793119161915,"Rotoehu"
1999-09-01,9.4044,0.6376,98619.3,139.965,1.76782146157354,"Rotoehu"
1999-09-02,9.1876,2.0454,98826.2,180.071,1.01710039819086,"Rotoehu"
1999-09-03,9.6233,2.362,99378,145.64,1.02772584865809,"Rotoehu"
1999-09-04,9.9138,1.5506,99371.7,117.991,2.13574344901254,"Rotoehu"
1999-09-05,10.6051,2.5431,98811.9,134.598,1.82748660460207,"Rotoehu"
1999-09-06,12.2348,20.5365,98111.2,105.631,2.45826586235094,"Rotoehu"
1999-09-07,11.0671,13.3445,97388.9,154.459,3.23640349307684,"Rotoehu"
1999-09-08,7.91,0.0295,97250.6,129.634,3.21003838139048,"Rotoehu"
1999-09-09,7.7561,0.0074,97693.2,223.145,1.62364523834488,"Rotoehu"
1999-09-10,8.631,0.0015,98292.1,174.472,0.995888849219631,"Rotoehu"
1999-09-11,10.3076,2.0233,98457.6,128.907,3.40117088368109,"Rotoehu"
1999-09-12,11.7291,46.9191,97973.9,43.5265,5.03605304281041,"Rotoehu"
1999-09-13,13.1513,74.9554,97233.9,138.378,1.77848399486754,"Rotoehu"
1999-09-14,11.6708,5.7872,97580.3,149.73,1.79892689401209,"Rotoehu"
1999-09-15,10.3562,10.5098,97368.4,143.384,0.42667683321221,"Rotoehu"
1999-09-16,10.3154,3.8213,97459.3,187.227,2.61182278112432,"Rotoehu"
1999-09-17,10.0527,0.3078,97604.8,222.196,1.85499422101526,"Rotoehu"
1999-09-18,10.8074,5.693,97373.3,75.6015,2.59917508836938,"Rotoehu"
1999-09-19,10.5204,5.3057,97152.5,188.55,4.14169982615834,"Rotoehu"
1999-09-20,8.5876,2.2059,97343.4,201.217,3.58378528374678,"Rotoehu"
1999-09-21,8.5132,1.3916,98836.2,208.542,2.37963232874325,"Rotoehu"
1999-09-22,9.0901,0.0162,99511.7,246.908,0.767533360838472,"Rotoehu"
1999-09-23,9.3247,0.2268,99577.5,179.688,0.389082934603922,"Rotoehu"
1999-09-24,9.3925,0.2194,99240,234.25,2.21046030048042,"Rotoehu"
1999-09-25,10.0796,0.698,98930.1,182.721,2.8482570477399,"Rotoehu"
1999-09-26,9.7876,1.6375,98371.1,179.34,3.78331151902668,"Rotoehu"
1999-09-27,8.6497,0.857,99047.4,255.447,2.92732626811567,"Rotoehu"
1999-09-28,10.9778,0.0015,99204.3,270.193,2.06196871217776,"Rotoehu"
1999-09-29,11.8341,0.0015,98971.7,269.601,2.96747726023301,"Rotoehu"
1999-09-30,11.2251,0.0017,99057.8,268.758,0.576263004191663,"Rotoehu"
1999-10-01,11.1948,0.0313,98701.5,226.973,2.16316359529278,"Rotoehu"
1999-10-02,11.8048,0.0035,98410.4,264.067,3.33727592206578,"Rotoehu"
1999-10-03,10.5275,0.0017,98587,201.974,2.7376056929368,"Rotoehu"
1999-10-04,12.5172,0.0035,98614.6,246.154,2.03268228948845,"Rotoehu"
1999-10-05,12.1641,0.1236,98766.8,196.231,0.655882580954854,"Rotoehu"
1999-10-06,13.3431,6.2661,98489.8,133.404,2.34503614044645,"Rotoehu"
1999-10-07,12.8782,33.923,97754.5,83.3316,4.17767309396032,"Rotoehu"
1999-10-08,13.7233,31.3967,96893.2,162.575,1.15892003606806,"Rotoehu"
1999-10-09,13.566,10.3263,96974.4,261.802,1.99798428422248,"Rotoehu"
1999-10-10,15.094,0.0714,97439.7,247.057,0.723386756859704,"Rotoehu"
1999-10-11,13.6458,0.5798,97407.8,154.147,2.95216639436194,"Rotoehu"
1999-10-12,13.8149,0.4405,96864.9,184.47,2.72040530987572,"Rotoehu"
1999-10-13,9.8662,0.1776,96877.8,268.992,4.29610474732635,"Rotoehu"
1999-10-14,7.8162,0.1793,97621.6,268.503,4.8355784038727,"Rotoehu"
1999-10-15,9.1815,0.0522,97940.2,272.874,1.60366600325629,"Rotoehu"
1999-10-16,9.8423,0.0035,98490.7,289.315,1.00701720442106,"Rotoehu"
1999-10-17,9.7,0.5606,99032.8,151.407,0.874739532661009,"Rotoehu"
1999-10-18,11.8388,1.2675,98713.3,188.721,1.86079503438718,"Rotoehu"
1999-10-19,12.1109,0.9332,98313.6,212.128,2.20619454491212,"Rotoehu"
1999-10-20,12.3134,8.096,98008.4,108.71,3.4300276675269,"Rotoehu"
1999-10-21,12.3707,6.3201,98008.7,259.447,3.84509284283228,"Rotoehu"
1999-10-22,12.8227,6.9389e-15,98278.4,312.303,3.36754095001085,"Rotoehu"
1999-10-23,12.2658,0.9106,98426,219.289,2.30409458356206,"Rotoehu"
1999-10-24,11.0033,0.9106,98988.1,266.253,0.520236023358629,"Rotoehu"
1999-10-25,12.3141,0.4596,99148.2,201.51,2.27282916207972,"Rotoehu"
1999-10-26,12.8338,2.9581,99152.7,110.88,3.57087220297787,"Rotoehu"
1999-10-27,13.5563,6.5638,99025.5,61.9005,2.89775580924273,"Rotoehu"
1999-10-28,14.2203,2.5803,99115.4,169.361,2.8207809361948,"Rotoehu"
1999-10-29,13.8603,2.2982,99043.8,196.59,3.0834025507546,"Rotoehu"
1999-10-30,14.1485,0.5032,99060.8,205.182,1.9056939733336,"Rotoehu"
1999-10-31,13.8519,0.7802,98757,198.741,2.61059122805544,"Rotoehu"
1999-11-01,14.0389,0.4123,98496.9,190.621,1.91006520569325,"Rotoehu"
1999-11-02,14.3108,2.854,98450.4,186.055,2.55879243589628,"Rotoehu"
1999-11-03,13.5004,28.9599,98180.5,71.0171,5.39980807899688,"Rotoehu"
1999-11-04,14.4931,94.3283,98137.8,51.8265,5.98395829280252,"Rotoehu"
1999-11-05,15.0786,85.5342,98225.5,56.4753,4.68070658982167,"Rotoehu"
1999-11-06,14.7845,31.9201,98279,179.644,3.86107952391556,"Rotoehu"
1999-11-07,15.0747,13.048,98166.6,160.878,2.44221804104384,"Rotoehu"
1999-11-08,15.9035,17.8771,98137.7,180.068,2.77445076546692,"Rotoehu"
1999-11-09,16.1745,37.2701,97594.8,116.027,4.73728313382259,"Rotoehu"
1999-11-10,15.6812,73.0022,96482.3,207.007,4.16721891553588,"Rotoehu"
1999-11-11,13.0929,9.0534,96093.9,203.672,4.73817145004273,"Rotoehu"
1999-11-12,12.3226,3.8934,96987.2,283.281,2.99798024176278,"Rotoehu"
1999-11-13,12.6872,0.5086,97891,287.058,0.486276392599929,"Rotoehu"
1999-11-14,14.0967,0.2321,98364.4,311.539,1.825070291797,"Rotoehu"
1999-11-15,13.9238,0.9456,98448.4,275.639,2.2652443687161,"Rotoehu"
1999-11-16,13.9627,5.2439,98102.8,233.227,3.5353494042315,"Rotoehu"
1999-11-17,13.5934,31.4831,97570.6,121.96,3.80905290065654,"Rotoehu"
1999-11-18,14.6462,24.4838,97186.8,341.542,2.79192050388259,"Rotoehu"
1999-11-19,11.9901,2.9306,96682.9,276.234,2.77770704898843,"Rotoehu"
1999-11-20,10.2746,7.4955,96831.8,281.973,1.09317411239015,"Rotoehu"
1999-11-21,11.1048,5.3204,97352.4,267.413,3.12319744492723,"Rotoehu"
1999-11-22,12.3964,0.0198,97615,375.209,1.39661198978098,"Rotoehu"
