"date","avg_level_m","hydroyear","hydroyear_label","month"
1925-04-05,294.676166666666,1925,"1924-1925",4
1925-04-06,294.6716,1925,"1924-1925",4
1925-04-07,294.667033333333,1925,"1924-1925",4
1925-04-08,294.662466666666,1925,"1924-1925",4
1925-04-09,294.6579,1925,"1924-1925",4
1925-04-10,294.653333333333,1925,"1924-1925",4
1925-04-11,294.648766666666,1925,"1924-1925",4
1925-04-12,294.644199999999,1925,"1924-1925",4
1925-04-13,294.639633333333,1925,"1924-1925",4
1925-04-14,294.635066666666,1925,"1924-1925",4
1925-04-15,294.6305,1925,"1924-1925",4
1925-04-16,294.625933333333,1925,"1924-1925",4
1925-04-17,294.621366666666,1925,"1924-1925",4
1925-04-18,294.6168,1925,"1924-1925",4
1925-04-19,294.612233333333,1925,"1924-1925",4
1925-04-20,294.607666666666,1925,"1924-1925",4
1925-04-21,294.6031,1925,"1924-1925",4
1925-04-22,294.598533333333,1925,"1924-1925",4
1925-04-23,294.593966666666,1925,"1924-1925",4
1925-04-24,294.589399999999,1925,"1924-1925",4
1925-04-25,294.584833333333,1925,"1924-1925",4
1925-04-26,294.580266666666,1925,"1924-1925",4
1925-04-27,294.5757,1925,"1924-1925",4
1925-04-28,294.571133333333,1925,"1924-1925",4
1925-04-29,294.566566666666,1925,"1924-1925",4
1925-04-30,294.56359118217,1925,"1924-1925",4
1925-05-01,294.570162790697,1925,"1924-1925",5
1925-05-02,294.578325581395,1925,"1924-1925",5
1925-05-03,294.586488372093,1925,"1924-1925",5
1925-05-04,294.59465116279,1925,"1924-1925",5
1925-05-05,294.602813953488,1925,"1924-1925",5
1925-05-06,294.610976744186,1925,"1924-1925",5
1925-05-07,294.619139534883,1925,"1924-1925",5
1925-05-08,294.627302325581,1925,"1924-1925",5
1925-05-09,294.635465116279,1925,"1924-1925",5
1925-05-10,294.643627906976,1925,"1924-1925",5
1925-05-11,294.651790697674,1925,"1924-1925",5
1925-05-12,294.659953488372,1925,"1924-1925",5
1925-05-13,294.668116279069,1925,"1924-1925",5
1925-05-14,294.676279069767,1925,"1924-1925",5
1925-05-15,294.684441860465,1925,"1924-1925",5
1925-05-16,294.692604651162,1925,"1924-1925",5
1925-05-17,294.70076744186,1925,"1924-1925",5
1925-05-18,294.708930232558,1925,"1924-1925",5
1925-05-19,294.717093023255,1925,"1924-1925",5
1925-05-20,294.725255813953,1925,"1924-1925",5
1925-05-21,294.733418604651,1925,"1924-1925",5
1925-05-22,294.741581395348,1925,"1924-1925",5
1925-05-23,294.749744186046,1925,"1924-1925",5
1925-05-24,294.757906976744,1925,"1924-1925",5
1925-05-25,294.766069767441,1925,"1924-1925",5
1925-05-26,294.774232558139,1925,"1924-1925",5
1925-05-27,294.782395348837,1925,"1924-1925",5
1925-05-28,294.790558139534,1925,"1924-1925",5
1925-05-29,294.798720930232,1925,"1924-1925",5
1925-05-30,294.80688372093,1925,"1924-1925",5
1925-05-31,294.815046511627,1925,"1924-1925",5
1925-06-01,294.823209302325,1925,"1924-1925",6
1925-06-02,294.831372093023,1925,"1924-1925",6
1925-06-03,294.83953488372,1925,"1924-1925",6
1925-06-04,294.847697674418,1925,"1924-1925",6
1925-06-05,294.855860465116,1925,"1924-1925",6
1925-06-06,294.864023255814,1925,"1924-1925",6
1925-06-07,294.872186046511,1925,"1924-1925",6
1925-06-08,294.880348837209,1925,"1924-1925",6
1925-06-09,294.888511627906,1925,"1924-1925",6
1925-06-10,294.896674418604,1925,"1924-1925",6
1925-06-11,294.904837209302,1925,"1924-1925",6
1925-06-12,294.912083817829,1925,"1924-1925",6
1925-06-13,294.913833333333,1925,"1924-1925",6
1925-06-14,294.914666666666,1925,"1924-1925",6
1925-06-15,294.915499999999,1925,"1924-1925",6
1925-06-16,294.916333333333,1925,"1924-1925",6
1925-06-17,294.917166666666,1925,"1924-1925",6
1925-06-18,294.918,1925,"1924-1925",6
1925-06-19,294.918833333333,1925,"1924-1925",6
1925-06-20,294.919666666666,1925,"1924-1925",6
1925-06-21,294.920499999999,1925,"1924-1925",6
1925-06-22,294.921333333333,1925,"1924-1925",6
1925-06-23,294.922166666666,1925,"1924-1925",6
1925-06-24,294.923,1925,"1924-1925",6
1925-06-25,294.923833333333,1925,"1924-1925",6
1925-06-26,294.924666666666,1925,"1924-1925",6
1925-06-27,294.9255,1925,"1924-1925",6
1925-06-28,294.926333333333,1925,"1924-1925",6
1925-06-29,294.927166666666,1925,"1924-1925",6
1925-06-30,294.928366512345,1925,"1924-1925",6
1925-07-01,294.931765432098,1926,"1925-1926",7
1925-07-02,294.935530864197,1926,"1925-1926",7
1925-07-03,294.939296296296,1926,"1925-1926",7
1925-07-04,294.943061728395,1926,"1925-1926",7
1925-07-05,294.946827160493,1926,"1925-1926",7
1925-07-06,294.950592592592,1926,"1925-1926",7
1925-07-07,294.954358024691,1926,"1925-1926",7
1925-07-08,294.95812345679,1926,"1925-1926",7
1925-07-09,294.961888888888,1926,"1925-1926",7
1925-07-10,294.965654320987,1926,"1925-1926",7
1925-07-11,294.969419753086,1926,"1925-1926",7
1925-07-12,294.973185185185,1926,"1925-1926",7
1925-07-13,294.976950617283,1926,"1925-1926",7
1925-07-14,294.980716049382,1926,"1925-1926",7
1925-07-15,294.984481481481,1926,"1925-1926",7
1925-07-16,294.98824691358,1926,"1925-1926",7
1925-07-17,294.992012345679,1926,"1925-1926",7
1925-07-18,294.995777777777,1926,"1925-1926",7
1925-07-19,294.999543209876,1926,"1925-1926",7
1925-07-20,295.003308641975,1926,"1925-1926",7
1925-07-21,295.007074074074,1926,"1925-1926",7
1925-07-22,295.010839506172,1926,"1925-1926",7
1925-07-23,295.014604938271,1926,"1925-1926",7
1925-07-24,295.01837037037,1926,"1925-1926",7
1925-07-25,295.022135802469,1926,"1925-1926",7
1925-07-26,295.025901234567,1926,"1925-1926",7
1925-07-27,295.029666666666,1926,"1925-1926",7
1925-07-28,295.033432098765,1926,"1925-1926",7
1925-07-29,295.037197530864,1926,"1925-1926",7
1925-07-30,295.040962962962,1926,"1925-1926",7
1925-07-31,295.044728395061,1926,"1925-1926",7
1925-08-01,295.04849382716,1926,"1925-1926",8
1925-08-02,295.052259259259,1926,"1925-1926",8
1925-08-03,295.056024691358,1926,"1925-1926",8
1925-08-04,295.059790123456,1926,"1925-1926",8
1925-08-05,295.063555555555,1926,"1925-1926",8
1925-08-06,295.067320987654,1926,"1925-1926",8
1925-08-07,295.071086419753,1926,"1925-1926",8
1925-08-08,295.074851851851,1926,"1925-1926",8
1925-08-09,295.07861728395,1926,"1925-1926",8
1925-08-10,295.082382716049,1926,"1925-1926",8
1925-08-11,295.086148148148,1926,"1925-1926",8
1925-08-12,295.089913580246,1926,"1925-1926",8
1925-08-13,295.093679012345,1926,"1925-1926",8
1925-08-14,295.097444444444,1926,"1925-1926",8
1925-08-15,295.101209876543,1926,"1925-1926",8
1925-08-16,295.104975308642,1926,"1925-1926",8
1925-08-17,295.10874074074,1926,"1925-1926",8
1925-08-18,295.112506172839,1926,"1925-1926",8
1925-08-19,295.116271604938,1926,"1925-1926",8
1925-08-20,295.120037037037,1926,"1925-1926",8
1925-08-21,295.123802469135,1926,"1925-1926",8
1925-08-22,295.127567901234,1926,"1925-1926",8
1925-08-23,295.131333333333,1926,"1925-1926",8
1925-08-24,295.135098765432,1926,"1925-1926",8
1925-08-25,295.13886419753,1926,"1925-1926",8
1925-08-26,295.142629629629,1926,"1925-1926",8
1925-08-27,295.146395061728,1926,"1925-1926",8
1925-08-28,295.150160493827,1926,"1925-1926",8
1925-08-29,295.153925925925,1926,"1925-1926",8
1925-08-30,295.157691358024,1926,"1925-1926",8
1925-08-31,295.161456790123,1926,"1925-1926",8
1925-09-01,295.165222222222,1926,"1925-1926",9
1925-09-02,295.168987654321,1926,"1925-1926",9
1925-09-03,295.172753086419,1926,"1925-1926",9
1925-09-04,295.176518518518,1926,"1925-1926",9
1925-09-05,295.180283950617,1926,"1925-1926",9
1925-09-06,295.184049382716,1926,"1925-1926",9
1925-09-07,295.187814814814,1926,"1925-1926",9
1925-09-08,295.191580246913,1926,"1925-1926",9
1925-09-09,295.195345679012,1926,"1925-1926",9
1925-09-10,295.199111111111,1926,"1925-1926",9
1925-09-11,295.202876543209,1926,"1925-1926",9
1925-09-12,295.206641975308,1926,"1925-1926",9
1925-09-13,295.210407407407,1926,"1925-1926",9
1925-09-14,295.214172839506,1926,"1925-1926",9
1925-09-15,295.217938271604,1926,"1925-1926",9
1925-09-16,295.221703703703,1926,"1925-1926",9
1925-09-17,295.225469135802,1926,"1925-1926",9
1925-09-18,295.229234567901,1926,"1925-1926",9
1925-09-19,295.232999999999,1926,"1925-1926",9
1925-09-20,295.236765432098,1926,"1925-1926",9
1925-09-21,295.240530864197,1926,"1925-1926",9
1925-09-22,295.244296296296,1926,"1925-1926",9
1925-09-23,295.248061728395,1926,"1925-1926",9
1925-09-24,295.251827160493,1926,"1925-1926",9
1925-09-25,295.255592592592,1926,"1925-1926",9
1925-09-26,295.259358024691,1926,"1925-1926",9
1925-09-27,295.26312345679,1926,"1925-1926",9
1925-09-28,295.266888888888,1926,"1925-1926",9
1925-09-29,295.270654320987,1926,"1925-1926",9
1925-09-30,295.274419753086,1926,"1925-1926",9
1925-10-01,295.278185185185,1926,"1925-1926",10
1925-10-02,295.281950617284,1926,"1925-1926",10
1925-10-03,295.285716049382,1926,"1925-1926",10
1925-10-04,295.289481481481,1926,"1925-1926",10
1925-10-05,295.29324691358,1926,"1925-1926",10
1925-10-06,295.297012345679,1926,"1925-1926",10
1925-10-07,295.300777777777,1926,"1925-1926",10
1925-10-08,295.304543209876,1926,"1925-1926",10
1925-10-09,295.308308641975,1926,"1925-1926",10
1925-10-10,295.312074074074,1926,"1925-1926",10
1925-10-11,295.315839506172,1926,"1925-1926",10
1925-10-12,295.319604938271,1926,"1925-1926",10
1925-10-13,295.32337037037,1926,"1925-1926",10
1925-10-14,295.327135802469,1926,"1925-1926",10
1925-10-15,295.330901234567,1926,"1925-1926",10
1925-10-16,295.334666666666,1926,"1925-1926",10
1925-10-17,295.338432098765,1926,"1925-1926",10
1925-10-18,295.342197530864,1926,"1925-1926",10
1925-10-19,295.345962962963,1926,"1925-1926",10
1925-10-20,295.349728395061,1926,"1925-1926",10
1925-10-21,295.35349382716,1926,"1925-1926",10
1925-10-22,295.357259259259,1926,"1925-1926",10
1925-10-23,295.361024691358,1926,"1925-1926",10
1925-10-24,295.364790123456,1926,"1925-1926",10
1925-10-25,295.368555555555,1926,"1925-1926",10
1925-10-26,295.372320987654,1926,"1925-1926",10
1925-10-27,295.376086419753,1926,"1925-1926",10
1925-10-28,295.379851851851,1926,"1925-1926",10
1925-10-29,295.38361728395,1926,"1925-1926",10
1925-10-30,295.387382716049,1926,"1925-1926",10
1925-10-31,295.391148148148,1926,"1925-1926",10
1925-11-01,295.394913580246,1926,"1925-1926",11
1925-11-02,295.398679012345,1926,"1925-1926",11
1925-11-03,295.402444444444,1926,"1925-1926",11
1925-11-04,295.406209876543,1926,"1925-1926",11
1925-11-05,295.409975308641,1926,"1925-1926",11
1925-11-06,295.41374074074,1926,"1925-1926",11
1925-11-07,295.417506172839,1926,"1925-1926",11
1925-11-08,295.421271604938,1926,"1925-1926",11
1925-11-09,295.425037037037,1926,"1925-1926",11
1925-11-10,295.428802469135,1926,"1925-1926",11
1925-11-11,295.432567901234,1926,"1925-1926",11
1925-11-12,295.436333333333,1926,"1925-1926",11
1925-11-13,295.440098765432,1926,"1925-1926",11
1925-11-14,295.44386419753,1926,"1925-1926",11
1925-11-15,295.447629629629,1926,"1925-1926",11
1925-11-16,295.451395061728,1926,"1925-1926",11
1925-11-17,295.455160493827,1926,"1925-1926",11
1925-11-18,295.458925925925,1926,"1925-1926",11
1925-11-19,295.462691358024,1926,"1925-1926",11
1925-11-20,295.466456790123,1926,"1925-1926",11
1925-11-21,295.470222222222,1926,"1925-1926",11
1925-11-22,295.473987654321,1926,"1925-1926",11
1925-11-23,295.477753086419,1926,"1925-1926",11
1925-11-24,295.481518518518,1926,"1925-1926",11
1925-11-25,295.485283950617,1926,"1925-1926",11
1925-11-26,295.489049382716,1926,"1925-1926",11
1925-11-27,295.492814814814,1926,"1925-1926",11
1925-11-28,295.496580246913,1926,"1925-1926",11
1925-11-29,295.500345679012,1926,"1925-1926",11
1925-11-30,295.504111111111,1926,"1925-1926",11
1925-12-01,295.507876543209,1926,"1925-1926",12
1925-12-02,295.511641975308,1926,"1925-1926",12
1925-12-03,295.515407407407,1926,"1925-1926",12
1925-12-04,295.519172839506,1926,"1925-1926",12
1925-12-05,295.522938271604,1926,"1925-1926",12
1925-12-06,295.526703703703,1926,"1925-1926",12
1925-12-07,295.530469135802,1926,"1925-1926",12
1925-12-08,295.534234567901,1926,"1925-1926",12
1925-12-09,295.536913729589,1926,"1925-1926",12
1925-12-10,295.533075268817,1926,"1925-1926",12
1925-12-11,295.528150537634,1926,"1925-1926",12
1925-12-12,295.523225806451,1926,"1925-1926",12
1925-12-13,295.518301075268,1926,"1925-1926",12
1925-12-14,295.513376344086,1926,"1925-1926",12
1925-12-15,295.508451612903,1926,"1925-1926",12
1925-12-16,295.50352688172,1926,"1925-1926",12
1925-12-17,295.498602150537,1926,"1925-1926",12
1925-12-18,295.493677419354,1926,"1925-1926",12
1925-12-19,295.488752688172,1926,"1925-1926",12
1925-12-20,295.483827956989,1926,"1925-1926",12
1925-12-21,295.478903225806,1926,"1925-1926",12
1925-12-22,295.473978494623,1926,"1925-1926",12
1925-12-23,295.46905376344,1926,"1925-1926",12
1925-12-24,295.464129032258,1926,"1925-1926",12
1925-12-25,295.459204301075,1926,"1925-1926",12
1925-12-26,295.454279569892,1926,"1925-1926",12
1925-12-27,295.449354838709,1926,"1925-1926",12
1925-12-28,295.444430107526,1926,"1925-1926",12
1925-12-29,295.439505376344,1926,"1925-1926",12
1925-12-30,295.434580645161,1926,"1925-1926",12
1925-12-31,295.429655913978,1926,"1925-1926",12
1926-01-01,295.424731182795,1926,"1925-1926",1
1926-01-02,295.419806451612,1926,"1925-1926",1
1926-01-03,295.41488172043,1926,"1925-1926",1
1926-01-04,295.409956989247,1926,"1925-1926",1
1926-01-05,295.405032258064,1926,"1925-1926",1
1926-01-06,295.400107526881,1926,"1925-1926",1
1926-01-07,295.395182795698,1926,"1925-1926",1
1926-01-08,295.390258064516,1926,"1925-1926",1
1926-01-09,295.385333333333,1926,"1925-1926",1
1926-01-10,295.38040860215,1926,"1925-1926",1
1926-01-11,295.375483870967,1926,"1925-1926",1
1926-01-12,295.370559139785,1926,"1925-1926",1
1926-01-13,295.365634408602,1926,"1925-1926",1
1926-01-14,295.360709677419,1926,"1925-1926",1
1926-01-15,295.355784946236,1926,"1925-1926",1
1926-01-16,295.350860215053,1926,"1925-1926",1
1926-01-17,295.34593548387,1926,"1925-1926",1
1926-01-18,295.341010752688,1926,"1925-1926",1
1926-01-19,295.336086021505,1926,"1925-1926",1
1926-01-20,295.331161290322,1926,"1925-1926",1
1926-01-21,295.326236559139,1926,"1925-1926",1
1926-01-22,295.321311827957,1926,"1925-1926",1
1926-01-23,295.316387096774,1926,"1925-1926",1
1926-01-24,295.311462365591,1926,"1925-1926",1
1926-01-25,295.306537634408,1926,"1925-1926",1
1926-01-26,295.301612903225,1926,"1925-1926",1
1926-01-27,295.296688172043,1926,"1925-1926",1
1926-01-28,295.29176344086,1926,"1925-1926",1
1926-01-29,295.286838709677,1926,"1925-1926",1
1926-01-30,295.281913978494,1926,"1925-1926",1
1926-01-31,295.276989247311,1926,"1925-1926",1
1926-02-01,295.272064516129,1926,"1925-1926",2
1926-02-02,295.267139784946,1926,"1925-1926",2
1926-02-03,295.262215053763,1926,"1925-1926",2
1926-02-04,295.25729032258,1926,"1925-1926",2
1926-02-05,295.252365591397,1926,"1925-1926",2
1926-02-06,295.247440860215,1926,"1925-1926",2
1926-02-07,295.242516129032,1926,"1925-1926",2
1926-02-08,295.237591397849,1926,"1925-1926",2
1926-02-09,295.232666666666,1926,"1925-1926",2
1926-02-10,295.227741935483,1926,"1925-1926",2
1926-02-11,295.222817204301,1926,"1925-1926",2
1926-02-12,295.217892473118,1926,"1925-1926",2
1926-02-13,295.212967741935,1926,"1925-1926",2
1926-02-14,295.208043010752,1926,"1925-1926",2
1926-02-15,295.203118279569,1926,"1925-1926",2
1926-02-16,295.198193548387,1926,"1925-1926",2
1926-02-17,295.193268817204,1926,"1925-1926",2
1926-02-18,295.188344086021,1926,"1925-1926",2
1926-02-19,295.183419354838,1926,"1925-1926",2
1926-02-20,295.178494623655,1926,"1925-1926",2
1926-02-21,295.173569892473,1926,"1925-1926",2
1926-02-22,295.16864516129,1926,"1925-1926",2
1926-02-23,295.163720430107,1926,"1925-1926",2
1926-02-24,295.158795698924,1926,"1925-1926",2
1926-02-25,295.153870967741,1926,"1925-1926",2
1926-02-26,295.148946236559,1926,"1925-1926",2
1926-02-27,295.144021505376,1926,"1925-1926",2
1926-02-28,295.139096774193,1926,"1925-1926",2
1926-03-01,295.13417204301,1926,"1925-1926",3
1926-03-02,295.129247311827,1926,"1925-1926",3
1926-03-03,295.124322580645,1926,"1925-1926",3
1926-03-04,295.119397849462,1926,"1925-1926",3
1926-03-05,295.114473118279,1926,"1925-1926",3
1926-03-06,295.109548387096,1926,"1925-1926",3
1926-03-07,295.104623655914,1926,"1925-1926",3
1926-03-08,295.099698924731,1926,"1925-1926",3
1926-03-09,295.094774193548,1926,"1925-1926",3
1926-03-10,295.089849462365,1926,"1925-1926",3
1926-03-11,295.084924731182,1926,"1925-1926",3
1926-03-12,NA,1926,"1925-1926",3
1926-03-13,NA,1926,"1925-1926",3
1926-03-14,NA,1926,"1925-1926",3
1926-03-15,NA,1926,"1925-1926",3
1926-03-16,NA,1926,"1925-1926",3
1926-03-17,NA,1926,"1925-1926",3
1926-03-18,NA,1926,"1925-1926",3
1926-03-19,NA,1926,"1925-1926",3
1926-03-20,NA,1926,"1925-1926",3
1926-03-21,NA,1926,"1925-1926",3
1926-03-22,NA,1926,"1925-1926",3
1926-03-23,NA,1926,"1925-1926",3
1926-03-24,NA,1926,"1925-1926",3
1926-03-25,NA,1926,"1925-1926",3
1926-03-26,NA,1926,"1925-1926",3
1926-03-27,NA,1926,"1925-1926",3
1926-03-28,NA,1926,"1925-1926",3
1926-03-29,NA,1926,"1925-1926",3
1926-03-30,NA,1926,"1925-1926",3
1926-03-31,NA,1926,"1925-1926",3
1926-04-01,NA,1926,"1925-1926",4
1926-04-02,NA,1926,"1925-1926",4
1926-04-03,NA,1926,"1925-1926",4
1926-04-04,NA,1926,"1925-1926",4
1926-04-05,NA,1926,"1925-1926",4
1926-04-06,NA,1926,"1925-1926",4
1926-04-07,NA,1926,"1925-1926",4
1926-04-08,NA,1926,"1925-1926",4
1926-04-09,NA,1926,"1925-1926",4
1926-04-10,NA,1926,"1925-1926",4
1926-04-11,NA,1926,"1925-1926",4
1926-04-12,NA,1926,"1925-1926",4
1926-04-13,NA,1926,"1925-1926",4
1926-04-14,NA,1926,"1925-1926",4
1926-04-15,NA,1926,"1925-1926",4
1926-04-16,NA,1926,"1925-1926",4
1926-04-17,NA,1926,"1925-1926",4
1926-04-18,NA,1926,"1925-1926",4
1926-04-19,NA,1926,"1925-1926",4
1926-04-20,NA,1926,"1925-1926",4
1926-04-21,NA,1926,"1925-1926",4
1926-04-22,NA,1926,"1925-1926",4
1926-04-23,NA,1926,"1925-1926",4
1926-04-24,NA,1926,"1925-1926",4
1926-04-25,NA,1926,"1925-1926",4
1926-04-26,NA,1926,"1925-1926",4
1926-04-27,NA,1926,"1925-1926",4
1926-04-28,NA,1926,"1925-1926",4
1926-04-29,NA,1926,"1925-1926",4
1926-04-30,NA,1926,"1925-1926",4
1926-05-01,NA,1926,"1925-1926",5
1926-05-02,NA,1926,"1925-1926",5
1926-05-03,NA,1926,"1925-1926",5
1926-05-04,NA,1926,"1925-1926",5
1926-05-05,NA,1926,"1925-1926",5
1926-05-06,NA,1926,"1925-1926",5
1926-05-07,NA,1926,"1925-1926",5
1926-05-08,NA,1926,"1925-1926",5
1926-05-09,NA,1926,"1925-1926",5
1926-05-10,NA,1926,"1925-1926",5
1926-05-11,NA,1926,"1925-1926",5
1926-05-12,NA,1926,"1925-1926",5
1926-05-13,NA,1926,"1925-1926",5
1926-05-14,NA,1926,"1925-1926",5
1926-05-15,NA,1926,"1925-1926",5
1926-05-16,NA,1926,"1925-1926",5
1926-05-17,NA,1926,"1925-1926",5
1926-05-18,NA,1926,"1925-1926",5
1926-05-19,NA,1926,"1925-1926",5
1926-05-20,NA,1926,"1925-1926",5
1926-05-21,NA,1926,"1925-1926",5
1926-05-22,NA,1926,"1925-1926",5
1926-05-23,NA,1926,"1925-1926",5
1926-05-24,NA,1926,"1925-1926",5
1926-05-25,NA,1926,"1925-1926",5
1926-05-26,NA,1926,"1925-1926",5
1926-05-27,NA,1926,"1925-1926",5
1926-05-28,NA,1926,"1925-1926",5
1926-05-29,NA,1926,"1925-1926",5
1926-05-30,NA,1926,"1925-1926",5
1926-05-31,NA,1926,"1925-1926",5
1926-06-01,NA,1926,"1925-1926",6
1926-06-02,NA,1926,"1925-1926",6
1926-06-03,NA,1926,"1925-1926",6
1926-06-04,NA,1926,"1925-1926",6
1926-06-05,NA,1926,"1925-1926",6
1926-06-06,NA,1926,"1925-1926",6
1926-06-07,NA,1926,"1925-1926",6
1926-06-08,NA,1926,"1925-1926",6
1926-06-09,NA,1926,"1925-1926",6
1926-06-10,NA,1926,"1925-1926",6
1926-06-11,NA,1926,"1925-1926",6
1926-06-12,NA,1926,"1925-1926",6
1926-06-13,NA,1926,"1925-1926",6
1926-06-14,NA,1926,"1925-1926",6
1926-06-15,NA,1926,"1925-1926",6
1926-06-16,NA,1926,"1925-1926",6
1926-06-17,NA,1926,"1925-1926",6
1926-06-18,NA,1926,"1925-1926",6
1926-06-19,NA,1926,"1925-1926",6
1926-06-20,NA,1926,"1925-1926",6
1926-06-21,NA,1926,"1925-1926",6
1926-06-22,NA,1926,"1925-1926",6
1926-06-23,NA,1926,"1925-1926",6
1926-06-24,NA,1926,"1925-1926",6
1926-06-25,NA,1926,"1925-1926",6
1926-06-26,NA,1926,"1925-1926",6
1926-06-27,NA,1926,"1925-1926",6
1926-06-28,NA,1926,"1925-1926",6
1926-06-29,NA,1926,"1925-1926",6
1926-06-30,NA,1926,"1925-1926",6
1926-07-01,NA,1927,"1926-1927",7
1926-07-02,NA,1927,"1926-1927",7
1926-07-03,NA,1927,"1926-1927",7
1926-07-04,NA,1927,"1926-1927",7
1926-07-05,NA,1927,"1926-1927",7
1926-07-06,NA,1927,"1926-1927",7
1926-07-07,NA,1927,"1926-1927",7
1926-07-08,NA,1927,"1926-1927",7
1926-07-09,NA,1927,"1926-1927",7
1926-07-10,NA,1927,"1926-1927",7
1926-07-11,NA,1927,"1926-1927",7
1926-07-12,NA,1927,"1926-1927",7
1926-07-13,NA,1927,"1926-1927",7
1926-07-14,NA,1927,"1926-1927",7
1926-07-15,NA,1927,"1926-1927",7
1926-07-16,NA,1927,"1926-1927",7
1926-07-17,NA,1927,"1926-1927",7
1926-07-18,NA,1927,"1926-1927",7
1926-07-19,NA,1927,"1926-1927",7
1926-07-20,NA,1927,"1926-1927",7
1926-07-21,NA,1927,"1926-1927",7
1926-07-22,NA,1927,"1926-1927",7
1926-07-23,NA,1927,"1926-1927",7
1926-07-24,NA,1927,"1926-1927",7
1926-07-25,NA,1927,"1926-1927",7
1926-07-26,NA,1927,"1926-1927",7
1926-07-27,NA,1927,"1926-1927",7
1926-07-28,NA,1927,"1926-1927",7
1926-07-29,NA,1927,"1926-1927",7
1926-07-30,NA,1927,"1926-1927",7
1926-07-31,NA,1927,"1926-1927",7
1926-08-01,NA,1927,"1926-1927",8
1926-08-02,NA,1927,"1926-1927",8
1926-08-03,NA,1927,"1926-1927",8
1926-08-04,NA,1927,"1926-1927",8
1926-08-05,NA,1927,"1926-1927",8
1926-08-06,NA,1927,"1926-1927",8
1926-08-07,NA,1927,"1926-1927",8
1926-08-08,NA,1927,"1926-1927",8
1926-08-09,NA,1927,"1926-1927",8
1926-08-10,NA,1927,"1926-1927",8
1926-08-11,NA,1927,"1926-1927",8
1926-08-12,NA,1927,"1926-1927",8
1926-08-13,NA,1927,"1926-1927",8
1926-08-14,NA,1927,"1926-1927",8
1926-08-15,NA,1927,"1926-1927",8
1926-08-16,NA,1927,"1926-1927",8
1926-08-17,NA,1927,"1926-1927",8
1926-08-18,NA,1927,"1926-1927",8
1926-08-19,NA,1927,"1926-1927",8
1926-08-20,NA,1927,"1926-1927",8
1926-08-21,NA,1927,"1926-1927",8
1926-08-22,NA,1927,"1926-1927",8
1926-08-23,NA,1927,"1926-1927",8
1926-08-24,NA,1927,"1926-1927",8
1926-08-25,NA,1927,"1926-1927",8
1926-08-26,NA,1927,"1926-1927",8
1926-08-27,NA,1927,"1926-1927",8
1926-08-28,NA,1927,"1926-1927",8
1926-08-29,NA,1927,"1926-1927",8
1926-08-30,NA,1927,"1926-1927",8
1926-08-31,NA,1927,"1926-1927",8
1926-09-01,NA,1927,"1926-1927",9
1926-09-02,NA,1927,"1926-1927",9
1926-09-03,NA,1927,"1926-1927",9
1926-09-04,NA,1927,"1926-1927",9
1926-09-05,NA,1927,"1926-1927",9
1926-09-06,NA,1927,"1926-1927",9
1926-09-07,NA,1927,"1926-1927",9
1926-09-08,NA,1927,"1926-1927",9
