"Date","MET_tmpair","MET_tmpdew","MET_wnduvu","MET_wnduvv","MET_pprain","MET_ppsnow","MET_prsttn","MET_radswd"
1980-02-23,14.0846,8.76245,0.568931,0.665573,0.071744,0,96636.9,196.999
1980-02-24,14.8091,13.0648,0.386151,-3.22743,6.19091,0,96844.6,145.379
1980-02-25,13.8309,10.4691,3.88617,-0.667267,4.95631,0,96011.7,221.663
1980-02-26,14.8344,9.86298,3.2971,1.29681,1.23758,0,96100.3,198.827
1980-02-27,15.1646,9.98899,1.67032,1.05398,0.0837013,0,96660.3,271.069
1980-02-28,14.2744,10.4914,-0.630261,-0.279784,2.04769,0,96537.7,178.952
1980-02-29,13.3602,13.0622,-2.94689,-2.15126,18.4707,-8.67362e-16,95847.7,67.8769
1980-03-01,15.1016,14.0559,1.98183,-0.990113,11.7406,-8.67362e-16,95188.8,77.9505
1980-03-02,15.8362,11.979,1.02902,2.85305,1.25396,-8.67362e-16,96200.7,204.824
1980-03-03,14.9725,10.7189,-1.91188,2.56582,0.602663,-8.67362e-16,96903.2,218.454
1980-03-04,15.0915,10.9271,-2.63869,1.24382,0.557507,-8.67362e-16,97290.7,146.192
1980-03-05,14.4213,9.38963,-2.48048,2.04501,0.40988,-8.67362e-16,97580.7,196.684
1980-03-06,14.0571,9.98081,-2.61058,2.38667,1.76283,-8.67362e-16,97464.9,182.359
1980-03-07,14.9009,10.2058,-2.47713,1.83472,2.13103,-8.67362e-16,97309.8,207.01
1980-03-08,14.9569,10.186,-0.449863,0.77853,0.300463,-8.67362e-16,97065.8,335.504
1980-03-09,15.3223,11.1292,1.50144,0.273982,0.276148,-8.67362e-16,96787.3,230.7
1980-03-10,15.4926,12.8348,1.28774,-0.628292,2.28734,-8.67362e-16,96604.3,184.824
1980-03-11,14.8821,13.2094,1.21702,-1.62922,15.0318,-8.67362e-16,96045.4,153.329
1980-03-12,13.5919,8.13724,0.799875,1.77872,10.4676,-8.67362e-16,96464.4,233.435
1980-03-13,12.4651,7.27683,-1.53687,0.14549,0.213624,-8.67362e-16,97150.5,287.922
1980-03-14,11.7453,10.6527,-1.48308,1.82627,52.4248,-8.67362e-16,95437.6,28.0756
1980-03-15,13.9794,10.7368,4.84641,0.467605,41.6723,-8.67362e-16,95250.1,175.75
1980-03-16,11.1693,6.08026,4.56144,1.25444,2.20919,-8.67362e-16,95491.4,178.678
1980-03-17,9.86119,3.91677,1.83579,1.35503,1.67773,-8.67362e-16,96338.9,234.438
1980-03-18,12.7509,9.69427,2.55911,0.310879,0.500193,-8.67362e-16,96908.2,151.567
1980-03-19,15.2148,12.1317,3.37566,0.0301005,0.432459,-8.67362e-16,96748,177.782
1980-03-20,11.8479,6.26819,2.09464,2.29708,0.451563,-8.67362e-16,96805.3,234.973
1980-03-21,10.7738,5.49211,1.14659,1.39533,0.321305,-8.67362e-16,96959,223.632
1980-03-22,12.9913,10.3111,0.561777,0.620034,0.50714,-8.67362e-16,96668.3,131.224
1980-03-23,13.4783,11.8494,-0.637018,-0.490901,1.87051,-8.67362e-16,96440.4,79.7593
1980-03-24,13.7975,11.6974,0.726854,-0.336206,2.53396,-8.67362e-16,96183.8,130.881
1980-03-25,12.8067,9.03049,0.451335,1.53397,1.04207,-8.67362e-16,96152.8,173.808
1980-03-26,12.9988,7.76943,0.98421,0.935279,0.300463,-8.67362e-16,96589.2,194.142
1980-03-27,13.1615,10.0603,1.33856,0.124103,0.408144,-8.67362e-16,96885,152.008
1980-03-28,14.2324,12.4748,2.03769,-1.02895,2.17966,-8.67362e-16,96677.8,142.986
1980-03-29,15.2555,12.9587,1.88773,-0.685633,0.826708,-8.67362e-16,97027.9,152.613
1980-03-30,15.4339,13.8466,1.38843,-3.22421,15.7526,-8.67362e-16,96345.2,131.614
1980-03-31,11.0164,8.54214,4.06718,-0.307333,18.7343,0,95806.5,182.983
1980-04-01,11.3341,9.80067,2.74918,-2.42556,17.7803,0,95508.1,111.36
1980-04-02,9.71276,7.38713,4.29287,0.831912,19.1063,0,95569.1,163.762
1980-04-03,9.5877,5.933,1.35534,0.669403,2.97604,0,96721.1,147.367
1980-04-04,10.2549,6.85589,-0.0782556,-0.332397,0.0860012,0,97042.3,148.888
1980-04-05,10.3535,8.27981,-1.7628,-0.736672,2.80404,0,96836.8,97.9602
1980-04-06,12.8068,11.8047,-1.04509,-1.1887,9.49413,0,96651,80.2672
1980-04-07,13.2237,11.7781,-0.231029,-0.769432,18.3703,0,96510,121.698
1980-04-08,12.8024,12.3014,-1.18418,-0.873944,38.3605,0,95911.5,117.539
1980-04-09,11.9573,9.59196,-0.878726,0.920906,9.81614,0,95681.5,147.652
1980-04-10,11.6799,9.27046,-1.02968,2.98482,2.45603,0,95968.3,103.144
1980-04-11,10.895,6.41656,-0.837765,2.52188,0.954014,0,96694.3,150.238
1980-04-12,10.5992,6.71102,-0.0079145,1.12537,0.272004,0,97461.5,133.543
1980-04-13,10.5434,7.45426,0.248246,0.138201,0.310004,0,97973.5,136.158
1980-04-14,11.5924,8.67717,0.777054,0.466355,0.0340005,0,98006.2,185.525
1980-04-15,11.627,9.40591,-0.198512,0.436729,0.0540008,0,98076.7,141.897
1980-04-16,11.9654,9.11533,0.752835,0.483225,0.0660009,0,97942,157.859
1980-04-17,10.9428,7.7573,0.477543,1.46292,0.00200003,0,97582.5,174.33
1980-04-18,10.1043,6.08185,-1.1469,1.69979,0,0,98084.1,185.358
1980-04-19,9.39519,5.93114,-0.256416,0.119156,0.00200003,0,98152.6,184.993
1980-04-20,10.2895,7.98652,0.664238,0.274867,0.00200003,0,97851.5,151.706
1980-04-21,11.437,8.59142,-0.0120908,0.335019,0,0,97696.2,167.829
1980-04-22,10.7222,8.85559,0.927986,0.117687,0.0100001,0,97674,148.392
1980-04-23,11.6228,10.0379,1.97696,0.973202,0.0140002,0,97462.8,118.442
1980-04-24,14.1119,12.1853,1.86567,1.20972,0.0100001,0,97371.1,150.73
1980-04-25,13.6063,12.4024,-0.0089905,-0.517459,0.0960014,0,97372.3,100.664
1980-04-26,14.0465,13.6656,-0.634146,-2.72585,13.6562,0,96889.2,32.6511
1980-04-27,14.7384,14.4255,0.712257,-2.09429,33.0525,0,96044.7,38.4393
1980-04-28,9.48362,8.75527,1.73094,-1.3592,16.9242,0,95817.5,86.5974
1980-04-29,10.4774,8.99682,2.36474,-0.0806589,4.67607,0,96544.6,121.79
1980-04-30,9.95507,6.76315,1.26673,1.04768,1.95072,0,97213.5,122.544
1980-05-01,8.96251,5.69687,0.636755,0.584404,0.00150751,0,97640.7,149.455
1980-05-02,9.39056,6.76536,2.33476,0.833041,0.146228,0,97740.1,107.008
1980-05-03,10.0918,7.73492,0.0750959,0.575596,0.0361802,0,98359.3,138.096
1980-05-04,9.20276,6.93253,1.55428,0.675451,6.93889e-15,0,98378.7,144.577
1980-05-05,9.43064,7.19503,-0.275558,0.62838,0.00603003,0,98257.8,101.008
1980-05-06,9.05522,6.63597,0.179422,0.340717,0.0391952,0,98286.7,78.1012
1980-05-07,8.85725,5.04044,-0.636182,1.8192,0.0316577,0,98347,145.605
1980-05-08,9.2881,5.89341,0.374857,1.95581,0.00452252,0,98480.4,109.118
1980-05-09,9.54814,5.95902,0.979363,1.5265,0.00452252,0,98267.4,143.12
1980-05-10,8.70916,6.51293,1.34697,0.916024,0.00603003,0,97738.7,133.105
1980-05-11,9.61744,7.14872,0.778626,0.807423,0.00301502,0,97418.6,132.211
1980-05-12,8.57967,6.73465,-0.482755,-0.123988,0.00904505,0,97600.7,103.6
1980-05-13,10.9722,9.31216,-0.09267,-1.36784,0.363309,0,97949.1,61.766
1980-05-14,12.5985,11.1472,0.841207,-0.477267,2.67884,0,98030.3,76.9395
1980-05-15,10.9227,9.64333,-0.995294,0.204558,1.45022,0,97959.7,48.3326
1980-05-16,10.1409,8.77321,-1.21659,-0.710125,2.23563,0,97785.8,63.287
1980-05-17,10.7988,9.89599,-1.98393,-1.93737,12.7671,0,97077.1,54.8893
1980-05-18,11.1367,8.90977,2.48713,0.213943,17.6258,0,96063.7,105.357
1980-05-19,9.39951,5.46679,3.14703,1.28077,0.0934655,0,96874.2,102.423
1980-05-20,9.98039,8.53619,2.65697,-2.86814,15.0133,0,96014.4,55.0345
1980-05-21,7.8102,4.84263,4.07605,0.188675,15.0148,0,95546.6,103.942
1980-05-22,11.4206,8.75617,4.35641,0.575575,0.482403,0,96148.5,82.8144
1980-05-23,11.6862,9.9506,3.00738,-0.0369633,0.108541,0,96683.5,50.5969
1980-05-24,11.246,10.0613,1.89071,0.236819,0.612048,0,96610,72.4699
1980-05-25,10.0437,8.10542,0.316719,1.28747,0.794457,0,96531.1,89.6542
1980-05-26,9.77262,7.02676,-1.67795,3.1122,2.08941,0,96916.1,85.5439
1980-05-27,8.77502,4.56196,-1.09198,3.66399,0.00301502,0,97098.7,119.361
1980-05-28,8.55452,4.43555,-0.854394,3.22094,0.00150751,0,97367.9,118.081
1980-05-29,7.82605,5.57327,0.39011,0.973346,0.00150751,0,97651.2,112.305
1980-05-30,7.70278,6.09574,0.726202,-0.0225863,0.0753754,0,97535.3,82.3271
1980-05-31,9.73322,8.5767,-0.34206,-0.35637,3.86321,0,97353.2,64.3717
1980-06-01,11.9239,11.7537,0.182523,-1.10253,14.4006,0,96819.4,29.3799
1980-06-02,11.8869,10.9707,-0.155034,-0.144583,2.21628,0,96638.8,60.5012
1980-06-03,12.2573,12.1536,-1.29609,-2.52673,30.7298,0,95283.6,11.9129
1980-06-04,9.85568,8.18816,2.11652,-0.9992,7.73238,0,94916.2,73.7014
1980-06-05,9.40782,8.19579,0.264617,-1.40201,4.73661,0,95138.7,75.4134
1980-06-06,9.14897,9.00722,-1.0444,0.762985,15.9357,0,95121.3,18.985
1980-06-07,8.84029,7.18378,-0.158258,1.87588,3.64412,0,95835.7,79.6932
1980-06-08,7.25955,5.39243,1.01051,0.872775,0.289145,0,96385.7,93.4821
1980-06-09,6.47457,5.149,1.29153,-0.0287439,0.120725,0,96611.7,76.8319
1980-06-10,9.75801,8.93381,0.51266,-3.24244,14.1562,0,95691,53.1171
1980-06-11,7.88222,5.28436,1.30291,1.30682,15.4365,0,95385.8,75.6601
1980-06-12,6.11864,3.31541,2.55565,1.15755,1.60222,0,96319,89.0827
1980-06-13,5.31687,1.4272,1.73298,3.13844,1.64097,0,96500.6,110.13
1980-06-14,4.05174,-0.334642,0.346896,2.36994,0.00447131,0,97003.7,97.1882
1980-06-15,4.34307,0.548443,0.489864,2.85252,0.174381,0,97247,86.1223
1980-06-16,5.64016,2.11914,-1.1511,2.85297,0.247412,0,97494.7,102.5
1980-06-17,5.33621,2.80295,-0.655689,2.7933,2.31912,0,97215.1,95.1567
1980-06-18,5.62009,3.44433,-1.418,1.9766,2.30421,0,97315.3,87.4156
1980-06-19,5.74322,3.06089,-1.71841,0.915767,0.0312992,0,97333.5,103.765
1980-06-20,6.25106,5.20802,-2.81241,1.55211,15.198,0,96757.4,32.1665
1980-06-21,7.42561,6.17921,-1.06418,3.40319,22.601,0,96124.7,48.9868
1980-06-22,7.11033,5.06403,1.61339,1.60553,0.208661,0,96835.8,98.1937
1980-06-23,6.9392,5.64572,2.35332,1.09906,0.146063,0,97129.8,58.4062
1980-06-24,8.03246,6.4823,0.270855,0.662074,0.983688,0,97294.9,41.7522
1980-06-25,6.40553,4.45816,-0.0355115,0.808929,0.912147,0,97642.2,99.0721
1980-06-26,4.42869,2.52921,0.0376538,0.279691,0,0,97807.4,104.926
1980-06-27,4.62193,3.30387,0.109033,0.0542861,0.00447131,0,97799.5,89.3481
1980-06-28,7.73121,6.41483,-0.930447,-0.818375,0.0402418,0,97701.3,72.1614
1980-06-29,9.6784,9.53192,-2.4342,-4.10699,20.4577,0,97030.8,18.4617
1980-06-30,10.6094,10.3936,-0.0644815,-0.931611,46.5604,0,96331.1,36.2339
1980-07-01,8.44789,7.98709,0.224764,-0.56918,2.50993,0,96030.3,45.7679
1980-07-02,9.39456,9.3016,-0.736015,-0.797596,12.127,0,95415.6,21.3898
1980-07-03,8.61179,8.26946,0.617035,0.239554,15.0299,0,94734.8,33.4116
1980-07-04,7.36179,5.62969,1.20534,1.00331,0.883819,0,95091.7,82.9396
1980-07-05,7.55628,5.50982,-1.48977,1.37937,0.360258,0,94824.4,60.4654
1980-07-06,7.09707,4.80411,1.07985,1.17045,0.361248,0,95323.1,102.277
1980-07-07,6.8168,5.752,1.79618,-1.37877,1.60928,0,95386.8,64.542
1980-07-08,8.79058,8.27014,1.94169,-2.36224,11.2699,0,95132.4,42.9004
1980-07-09,6.52948,4.76266,2.3512,-0.522953,6.90329,0,95413.1,92.7676
1980-07-10,3.93309,2.16363,2.40593,-0.614743,3.29181,0,95173.3,81.3702
1980-07-11,3.76432,0.175589,2.98183,1.60397,3.09782,0.00222398,95073.1,103.961
1980-07-12,5.13974,2.31453,2.52551,0.678368,0.00593832,0,95516.2,113.113
1980-07-13,6.88717,5.15423,3.93391,0.471333,2.23776,0,95774.9,87.9448
1980-07-14,5.8337,3.54988,3.92993,0.725529,2.96421,0,95672.4,89.6475
1980-07-15,4.16968,0.132476,1.91596,2.61988,0.631441,0,96600.5,115.062
1980-07-16,4.80028,1.48456,0.0765223,1.4262,0.00395888,0,97760.5,123.847
1980-07-17,3.76948,0.961563,0.881262,0.222097,0.00296916,0,97434.9,96.2852
1980-07-18,4.24374,1.83185,-0.299288,0.189445,0.0267224,0,96744,106.235
1980-07-19,5.59838,3.39147,-2.60723,0.222201,0.868974,0,96116.9,52.56
1980-07-20,6.37329,4.71698,-2.36507,0.10245,5.48107,0,95990.6,40.3066
1980-07-21,7.44588,7.02315,-0.400481,-0.968991,19.2639,0,95602.9,43.3846
1980-07-22,8.07805,7.0946,1.59283,0.0583199,16.1572,0,95094.1,78.9565
1980-07-23,7.83777,4.74754,-0.332831,2.50503,1.90719,0,95924.2,107.9
1980-07-24,5.22993,2.93183,1.29383,1.24658,0.348381,0,96291.9,81.1176
1980-07-25,4.62184,1.27969,1.74863,0.875067,0.116787,0,97143.1,123.968
1980-07-26,6.80099,4.35129,1.65085,0.810739,0.0148458,0,97411.9,107.163
1980-07-27,6.36403,3.80118,0.552822,1.09796,0.0138561,0,97491.6,124.586
1980-07-28,4.76337,2.28217,0.792449,0.754278,0.000989719,0,97500.3,132.203
1980-07-29,4.02358,1.29409,0.395375,0.695306,0.0197944,0,97395.1,135.751
1980-07-30,5.18121,4.61597,0.0481039,-0.36476,5.20691,0,97098.1,24.0304
1980-07-31,7.9598,7.92007,0.447367,-1.42013,28.2272,0,95857.7,14.7588
1980-08-01,5.84837,4.84347,3.93284,-0.368714,23.5931,0,94951,85.8772
1980-08-02,6.19317,4.00319,3.47831,0.616243,4.32135,0,95573.2,110.449
1980-08-03,6.60556,3.40146,2.60038,0.958422,0.915445,0,96536.9,99.4697
1980-08-04,7.4492,5.14737,3.12527,1.01071,0.621668,0,96817.1,100.22
1980-08-05,7.63027,5.2974,3.01674,1.04686,0.684214,0,97042.9,106.272
1980-08-06,6.1072,2.71811,1.49752,1.64033,1.39496,0,96902.8,103.458
1980-08-07,4.6164,-0.115232,2.18486,3.15282,1.05001,0,97161.3,140.391
1980-08-08,5.81108,1.21799,0.193172,2.77222,0.147836,0,97517.4,116.753
1980-08-09,5.18229,1.73447,-0.142298,1.64192,0.00379066,0,97959.2,144.313
1980-08-10,4.32277,1.91443,1.84764,0.855712,0.00189533,0,98002.9,153.563
1980-08-11,6.53437,3.98908,2.28089,-0.754914,0.14215,0,97616.3,93.9918
1980-08-12,8.9344,7.88407,2.76559,-2.22191,1.49731,0,97144.9,22.6993
1980-08-13,7.6066,3.30632,2.75334,1.27718,1.59208,0,97578,161.723
1980-08-14,6.34489,2.43614,0.679582,-1.49825,0.0530693,0,97985.6,160.9
1980-08-15,8.19489,7.15323,1.53738,-4.03703,16.5007,0,95980.6,28.2342
1980-08-16,3.88823,1.9588,1.28295,1.02254,17.5564,0.00562532,95701.6,121.756
1980-08-17,3.30738,-1.74592,1.5634,2.32672,3.51015,0,96986.5,145.902
1980-08-18,4.78138,1.20418,2.37065,0.854367,0.011372,0,97544.6,161.197
1980-08-19,8.25779,5.33571,3.34587,1.30106,0.523111,0,97412.2,115.45
1980-08-20,6.7049,3.74275,-0.505671,0.833224,0.82826,0,97793.1,106.506
1980-08-21,5.54442,4.2266,-0.53091,-0.746237,2.17205,0,98029.2,65.3415
1980-08-22,8.02457,5.79463,1.16225,-0.953758,2.69895,0,97721.2,118.273
1980-08-23,9.09406,6.15041,1.5367,-0.153102,0.839632,0,97502.6,129.844
1980-08-24,8.61522,7.72631,1.23729,-0.317115,0.492786,0,97471,36.0304
1980-08-25,10.3534,8.64371,1.70574,-2.2247,1.05949,0,97042.5,89.5561
1980-08-26,10.9675,10.5333,1.06966,-1.30197,12.3576,0,96270,14.7679
1980-08-27,6.52026,6.30508,-1.36484,3.04552,40.2682,0,95756.6,15.6148
1980-08-28,5.9033,2.64652,-0.259254,0.837893,14.6926,0,96734.2,129.507
1980-08-29,7.104,4.63922,1.43404,-0.221396,0.498472,0,96955.9,131.129
1980-08-30,7.95017,5.52737,2.25928,-0.318752,1.43287,0,97068.9,141.142
1980-08-31,7.83242,6.58622,0.841508,-1.18466,2.37523,-3.46945e-15,97207.6,87.014
1980-09-01,10.1904,7.8472,1.34584,-1.55266,7.64379,-3.46945e-15,96984.7,144.828
1980-09-02,9.49239,8.36034,1.00839,-1.89276,4.52127,-3.46945e-15,96937.5,106.073
1980-09-03,10.1878,9.84954,-0.153294,-2.20386,15.9765,-3.46945e-15,96520,59.6411
1980-09-04,9.37485,9.12146,-0.333388,0.723506,25.8025,-3.46945e-15,95272.2,39.4474
1980-09-05,7.39742,3.96665,2.25114,1.06725,3.60868,-3.46945e-15,95116.2,152.512
1980-09-06,7.1349,4.47501,1.13055,1.05468,3.14058,-3.46945e-15,95104.9,132.173
1980-09-07,7.65978,5.94213,3.57798,-0.234536,3.4295,-3.46945e-15,95529.3,126.542
1980-09-08,8.63536,4.96242,1.98011,-0.83852,2.8211,-3.46945e-15,95690,167.311
1980-09-09,10.0755,9.16361,2.05048,-2.37353,11.5414,-3.46945e-15,95051.5,99.7296
1980-09-10,8.18583,5.18538,3.24069,0.847815,6.24782,-3.46945e-15,95278.6,182.6
1980-09-11,10.4541,7.34401,3.19465,-0.957383,0.590334,-3.46945e-15,96403.5,159.268
1980-09-12,10.2539,9.44607,1.57221,-2.56198,13.1777,-3.46945e-15,95911.7,108.354
1980-09-13,6.50348,1.89276,2.70875,1.8837,12.4081,-3.46945e-15,95991.3,215.028
1980-09-14,6.83649,3.13657,3.5762,1.46904,1.19595,-3.46945e-15,96631.1,185.168
1980-09-15,9.01961,5.64878,3.4665,-1.18765,4.35597,-3.46945e-15,96487.5,141.328
1980-09-16,8.74635,6.91523,4.19276,-0.301419,7.71324,-3.46945e-15,95842.8,182.891
1980-09-17,10.1727,7.59789,3.59587,0.528346,3.78647,-3.46945e-15,96332,140.203
1980-09-18,9.79899,8.38327,0.166121,-2.17603,12.8554,-3.46945e-15,96389.8,107.253
1980-09-19,9.85767,6.62706,3.05938,-0.299854,12.3859,-3.46945e-15,96398.5,172.679
1980-09-20,9.3167,6.37107,4.12337,-0.473055,3.81148,-3.46945e-15,96368.9,188.468
1980-09-21,9.74902,6.26701,3.55231,-1.64178,2.1127,-3.46945e-15,96208.8,153.142
1980-09-22,10.2951,6.91575,5.16922,0.981838,3.47394,-3.46945e-15,96182.7,143.817
1980-09-23,10.1079,6.39315,3.14257,1.679,0.0555609,-3.46945e-15,96891.3,210.793
1980-09-24,10.6687,6.96457,1.56179,1.05693,0.00277804,-3.46945e-15,97192.4,211.41
1980-09-25,10.1705,7.83539,2.14917,0.273316,0.183351,-3.46945e-15,96961.7,169.414
1980-09-26,9.62854,8.25574,1.94252,-1.806,5.26995,-3.46945e-15,96215.1,90.551
1980-09-27,8.30744,4.05818,2.98182,1.63366,4.43098,-3.46945e-15,96598.7,184.366
1980-09-28,9.76949,7.13438,2.43107,1.38875,2.37245,-3.46945e-15,97017.4,204.222
1980-09-29,9.58133,6.76178,2.51107,1.17545,1.98769,-3.46945e-15,97340.8,207.824
1980-09-30,11.7131,8.26052,3.68846,1.95242,0.0047707,-3.46945e-15,97194.8,254.991
1980-10-01,12.8861,9.78376,3.65002,2.04831,0.0131194,-3.46945e-15,97169.5,223.106
1980-10-02,12.9963,10.301,3.42962,1.17935,0.170552,-3.46945e-15,97182.1,199.524
1980-10-03,11.7111,7.94028,2.86494,0.475393,0.73111,-3.46945e-15,97125.9,176.87
1980-10-04,9.08242,4.65174,-3.19878,1.50487,1.25589,-3.46945e-15,97887.8,116.043
1980-10-05,10.3779,7.69079,-3.07306,-0.743428,1.74727,-3.46945e-15,98286.2,137.16
1980-10-06,11.2338,10.2862,-2.36362,-1.24445,5.31933,-3.46945e-15,98051,79.2545
1980-10-07,12.5813,12.018,-1.43123,-1.55022,5.95741,-3.46945e-15,97689.2,72.4688
1980-10-08,12.1266,11.2422,-1.78845,-1.95114,5.26447,-3.46945e-15,96976.8,87.5108
1980-10-09,13.0239,10.3189,0.263125,1.5249,5.62346,-3.46945e-15,95907.7,193.038
1980-10-10,9.73066,9.37918,-0.861693,0.922203,11.4878,-3.46945e-15,96002.4,60.6219
1980-10-11,9.79833,6.33544,2.33574,1.45162,12.8904,-3.46945e-15,96171.1,244.543
1980-10-12,9.85026,3.77749,1.04341,2.35283,1.13543,-3.46945e-15,96847.4,257.471
1980-10-13,8.54293,4.02015,0.364075,-1.08107,0.264774,-3.46945e-15,97298.3,268.435
1980-10-14,11.2125,9.03895,2.48314,-1.6526,2.96022,-3.46945e-15,96212.3,158.308
1980-10-15,10.8101,8.80973,-0.30792,0.596074,11.5391,-3.46945e-15,96098.2,193.519
1980-10-16,9.8053,7.63808,0.646615,-2.01917,16.2824,-3.46945e-15,95993.1,186.972
1980-10-17,8.63621,6.21833,4.78253,-1.01987,14.3944,-3.46945e-15,95583.7,204.109
1980-10-18,10.1335,6.6645,1.07964,0.255845,10.5635,-3.46945e-15,96719.3,246.308
1980-10-19,9.70408,5.55715,-1.46755,-0.000318434,6.94375,-3.46945e-15,97587.5,242.2
1980-10-20,10.1533,7.59908,-1.95605,-1.38448,1.29405,-3.46945e-15,97590.1,168.36
1980-10-21,12.2585,11.1475,-0.762849,-1.4802,4.85657,-3.46945e-15,97239.8,104.896
1980-10-22,12.9267,7.3595,-1.44229,2.13942,1.03405,-3.46945e-15,97494.6,314.068
1980-10-23,11.24,5.45955,0.0305606,-0.134444,6.93889e-15,-3.46945e-15,97776,331.762
1980-10-24,13.5225,9.6171,0.787497,-0.29614,6.93889e-15,-3.46945e-15,97564.4,308.946
1980-10-25,15.1569,11.7038,-0.410023,-0.631216,0.0310095,-3.46945e-15,97495.4,311.324
1980-10-26,13.6619,10.3956,0.0149292,-1.04071,0.0143121,-3.46945e-15,97575.3,295.73
