# DRP.LabResult@HL149408.19991024.csv generated at 2023-10-25 11:12:00 (UTC+13:00) by AQUARIUS Time-Series 23.2.146.0,,,,,
# ,,,,,
# Time-series identifier: DRP.LabResult@HL149408,,,,,
# Location: Outlet at Waitangi Soda Springs,,,,,
# UTC offset: (UTC+12:00),,,,,
# Value units: g/m^3,,,,,
# Value parameter: DRP,,,,,
# Interpolation type: Discrete Values,,,,,
# Time-series type: Reflected,,,,,
# ,,,,,
# Export options: Corrected signal from 1999-10-24T23:12:00.45Z to 2023-10-24T23:12:00.45Z,,,,,
# ,,,,,
# CSV data starts at line 15.,,,,,
# ,,,,,
ISO 8601 UTC,Timestamp (UTC+12:00),Value,Approval Level,Grade,Qualifiers
2001-08-29T19:55:00Z,30/08/2001 7:55,0.11,Validated,200,Labstar - Legacy Data
2002-01-30T20:15:00Z,31/01/2002 8:15,0.090999998,Validated,200,Labstar - Legacy Data
2002-03-25T21:52:00Z,26/03/2002 9:52,0.085000001,Validated,200,Labstar - Legacy Data
2002-04-23T23:00:00Z,24/04/2002 11:00,0.124,Validated,200,Labstar - Legacy Data
2002-06-17T21:50:00Z,18/06/2002 9:50,0.11,Validated,200,Labstar - Legacy Data
2002-08-13T22:05:00Z,14/08/2002 10:05,0.117,Validated,200,Labstar - Legacy Data
2002-10-08T22:10:00Z,9/10/2002 10:10,0.109,Validated,200,Labstar - Legacy Data
2002-12-19T19:45:00Z,20/12/2002 7:45,0.107,Validated,200,Labstar - Legacy Data
2003-03-31T23:20:00Z,1/04/2003 11:20,0.006,Validated,200,Labstar - Legacy Data
2003-04-15T22:50:00Z,16/04/2003 10:50,0.032000002,Validated,200,Labstar - Legacy Data
2003-12-11T22:02:00Z,12/12/2003 10:02,0.083999999,Validated,200,Labstar - Legacy Data
2004-02-03T20:30:00Z,4/02/2004 8:30,0.117,Validated,200,Labstar - Legacy Data
2004-04-17T23:05:00Z,18/04/2004 11:05,0.082999997,Validated,200,Labstar - Legacy Data
2004-06-01T22:00:00Z,2/06/2004 10:00,0.056000002,Validated,200,Labstar - Legacy Data
2005-02-01T01:00:00Z,1/02/2005 13:00,0.024,Validated,200,Labstar - Legacy Data
2005-03-30T22:00:00Z,31/03/2005 10:00,0.052000001,Validated,200,Labstar - Legacy Data
2005-05-29T12:00:00Z,30/05/2005 0:00,0.134,Validated,200,Labstar - Legacy Data
2005-08-03T23:06:00Z,4/08/2005 11:06,0.093999997,Validated,200,Labstar - Legacy Data
2005-09-27T23:00:00Z,28/09/2005 11:00,0.041999999,Validated,200,Labstar - Legacy Data
2006-05-29T12:00:00Z,30/05/2006 0:00,0.118,Validated,200,Labstar - Legacy Data
2006-06-22T12:00:00Z,23/06/2006 0:00,0.086999997,Validated,200,Labstar - Legacy Data
2006-09-27T12:00:00Z,28/09/2006 0:00,0.046,Validated,200,Labstar - Legacy Data
2007-02-14T00:05:00Z,14/02/2007 12:05,0.043000001,Validated,200,Labstar - Legacy Data
2007-03-19T00:50:00Z,19/03/2007 12:50,0.078000002,Validated,200,Labstar - Legacy Data
2007-05-11T00:20:00Z,11/05/2007 12:20,0.104,Validated,200,Labstar - Legacy Data
2007-07-05T00:10:00Z,5/07/2007 12:10,0.108,Validated,200,Labstar - Legacy Data
2007-08-30T02:15:00Z,30/08/2007 14:15,0.11,Validated,200,Labstar - Legacy Data
2007-09-12T01:20:00Z,12/09/2007 13:20,0.090999998,Validated,200,Labstar - Legacy Data
2007-12-17T00:00:00Z,17/12/2007 12:00,0.113,Validated,200,Labstar - Legacy Data
2008-02-13T12:00:00Z,14/02/2008 0:00,0.078000002,Validated,200,Labstar - Legacy Data
2008-03-18T23:00:00Z,19/03/2008 11:00,0.041000001,Validated,200,Labstar - Legacy Data
2008-04-14T02:05:00Z,14/04/2008 14:05,0.034000002,Validated,200,Labstar - Legacy Data
2008-05-23T00:05:00Z,23/05/2008 12:05,0.054000001,Validated,200,Labstar - Legacy Data
2008-06-25T23:50:00Z,26/06/2008 11:50,0.039000001,Validated,200,Labstar - Legacy Data
2009-02-11T00:35:00Z,11/02/2009 12:35,0.017999999,Validated,200,Labstar - Legacy Data
2009-04-16T01:45:00Z,16/04/2009 13:45,0.025,Validated,200,Labstar - Legacy Data
2009-06-12T00:55:00Z,12/06/2009 12:55,0.033,Validated,200,Labstar - Legacy Data
2009-08-04T23:40:00Z,5/08/2009 11:40,0.028000001,Validated,200,Labstar - Legacy Data
2009-08-05T00:42:00Z,5/08/2009 12:42,0.11,Validated,200,Labstar - Legacy Data
2009-10-06T01:15:00Z,6/10/2009 13:15,0.054000001,Validated,200,Labstar - Legacy Data
2009-12-03T01:10:00Z,3/12/2009 13:10,0.068000004,Validated,200,Labstar - Legacy Data
2010-02-10T01:10:00Z,10/02/2010 13:10,0.041999999,Validated,200,Labstar - Legacy Data
2010-04-20T02:15:00Z,20/04/2010 14:15,0.057,Validated,200,Labstar - Legacy Data
2010-06-09T02:30:00Z,9/06/2010 14:30,0.046999998,Validated,200,Labstar - Legacy Data
2010-08-04T02:00:00Z,4/08/2010 14:00,0.028000001,Validated,200,Labstar - Legacy Data
2010-10-18T01:25:00Z,18/10/2010 13:25,0.059999999,Validated,200,Labstar - Legacy Data
2010-12-13T00:00:00Z,13/12/2010 12:00,0.061000001,Validated,200,Labstar - Legacy Data
2011-02-03T01:20:00Z,3/02/2011 13:20,0.061999999,Validated,200,Labstar - Legacy Data
2011-04-14T03:00:00Z,14/04/2011 15:00,0.046,Validated,200,Labstar - Legacy Data
2011-05-30T03:30:00Z,30/05/2011 15:30,0.035,Validated,200,Labstar - Legacy Data
2011-08-02T03:20:00Z,2/08/2011 15:20,0.050000001,Validated,200,Labstar - Legacy Data
2011-10-03T22:25:00Z,4/10/2011 10:25,0.043000001,Validated,200,Labstar - Legacy Data
2011-12-07T21:28:00Z,8/12/2011 9:28,0.037999999,Validated,200,Labstar - Legacy Data
2012-02-14T20:30:00Z,15/02/2012 8:30,0.061000001,Validated,200,Labstar - Legacy Data
2012-04-11T23:22:00Z,12/04/2012 11:22,0.046,Validated,200,Labstar - Legacy Data
2012-06-11T22:32:00Z,12/06/2012 10:32,0.025,Validated,200,Labstar - Legacy Data
2019-08-19T22:45:00Z,20/08/2019 10:45,0.066,Validated,200,Routine
2019-09-23T22:35:00Z,24/09/2019 10:35,0.044,Validated,200,Routine
2019-10-15T21:35:00Z,16/10/2019 9:35,0.054,Validated,200,Routine
2019-11-18T21:30:00Z,19/11/2019 9:30,0.06,Validated,200,Routine
2019-12-04T21:45:00Z,5/12/2019 9:45,0.064,Validated,200,Routine
2020-01-21T21:35:00Z,22/01/2020 9:35,0.03,Validated,200,Routine
2020-02-12T21:45:00Z,13/02/2020 9:45,0.038,Validated,200,Routine
2020-05-17T12:00:00Z,18/05/2020 0:00,0.0239,Validated,200,Routine
2020-06-14T22:35:00Z,15/06/2020 10:35,0.0468,Validated,200,Routine
2020-07-28T22:20:00Z,29/07/2020 10:20,0.0702,Validated,200,Routine
2020-08-24T22:20:00Z,25/08/2020 10:20,0.0537,Validated,200,Routine
2020-09-20T22:10:00Z,21/09/2020 10:10,0.0574,Validated,200,Routine
2020-10-26T21:15:00Z,27/10/2020 9:15,0.061,Validated,200,Routine
2020-11-24T20:55:00Z,25/11/2020 8:55,0.044,Validated,200,Routine
2020-12-13T20:54:00Z,14/12/2020 8:54,0.015,Validated,200,Routine
2021-01-27T21:05:00Z,28/01/2021 9:05,0.037,Validated,400,Routine
2021-02-14T21:10:00Z,15/02/2021 9:10,0.041,Validated,400,Routine
2021-03-16T12:00:00Z,17/03/2021 0:00,0.018,Validated,400,Routine
2021-04-19T21:39:00Z,20/04/2021 9:39,0.0599,Validated,400,Routine
2021-05-16T22:11:00Z,17/05/2021 10:11,0.0174,Validated,400,Routine
2021-06-14T22:05:00Z,15/06/2021 10:05,0.0391,Validated,400,Routine
2021-07-12T21:50:00Z,13/07/2021 9:50,0.0165,Validated,400,Routine
2021-08-03T21:55:00Z,4/08/2021 9:55,0.0303,Validated,600,Routine
2021-11-10T00:15:00Z,10/11/2021 12:15,0.0461,Validated,600,Routine
2022-01-31T22:45:00Z,1/02/2022 10:45,0.0496,Validated,600,Routine
2022-05-16T00:05:00Z,16/05/2022 12:05,0.0304,Validated,400,Routine
2022-08-03T01:30:00Z,3/08/2022 13:30,0.0548,Validated,600,Routine
2022-11-08T23:02:00Z,9/11/2022 11:02,0.0517,Validated,400,Routine
2023-02-19T22:30:00Z,20/02/2023 10:30,0.02,Validated,600,Routine
2023-05-21T22:00:00Z,22/05/2023 10:00,0.0139,Validated,600,Routine
2023-08-02T21:30:00Z,3/08/2023 9:30,0.0131,Validated,600,Routine
